customerid,loanamount,totaldue,termdays,totalamountreturn,interestrate
8a858f6c570f2d660157238b0c4a1bdd,25000.0,27500.0,30,2500.0,9.090909090909092
8a858f715d18a4cd015d18bdc15a0f9b,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f7d5cf9aef9015cff00020175f0,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f8a558227f2015583bcbdc23caf,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f915b90250b015b904dd80c1f25,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f9f5679951a01567ed9c8f81a84,10000.0,12250.0,30,2250.0,18.367346938775512
8a858fa154e2912f0154ecfb533d7a5e,20000.0,23000.0,30,3000.0,13.043478260869565
8a858fa459e0a1340159e4022e2a7a3c,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fb55cb15505015cb162a14d053b,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fbf5b3a0b46015b3b145cf86aba,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fd3552c75620155484049c35a90,40000.0,43500.0,30,3500.0,8.045977011494253
8a858fd75ba49873015ba4e0e0881d32,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fde5668e05501566a1fdd2c6208,40000.0,44000.0,30,4000.0,9.090909090909092
8a858fe756939bbb0156a9dd11cf4a7c,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ff35acdd593015acf094819393e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fff5a28d297015a31b40f36371f,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e2155defefd0155df91c4f63ade,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e6f5cd5e874015ce10297ed3893,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee758a4dfbc0158b0eba61a2541,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f475c7ea023015c7f44743f1d04,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa158f8ee8f0158fe8c5a574064,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fee5c795f65015c7c54b76f0204,10000.0,13000.0,30,3000.0,23.076923076923077
8a85883353d0c4e90153dfca251168bc,30000.0,34500.0,30,4500.0,13.043478260869565
8a8588f35451808f01547acafc312bc2,30000.0,34500.0,30,4500.0,13.043478260869565
8a85893d53f104eb01540f07d008224d,10000.0,11500.0,15,1500.0,13.043478260869565
8a85898a53bc15600153c7933fdc686b,30000.0,33000.0,30,3000.0,9.090909090909092
8a8589b953bc23f70153c7bc036a2932,35000.0,38500.0,30,3500.0,9.090909090909092
8a858e0156b782a10156c74e46602d88,30000.0,36000.0,60,6000.0,16.666666666666664
8a858e0f5c45466f015c536697241575,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e175b343fe2015b344c1e5b0f48,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e1d5cd58f9e015ce559ea09786b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e225c404292015c4f19fdfb148a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e345bd96da8015be3ddca8f4af8,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e3a54e33702015516e3d21a3f08,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e3e5b3ee747015b3fd9dd5a1bd5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e5555780ea00155876191b967d5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e5e5d51031d015d513ff3b9267f,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e655cd0642d015cd4f7cc5a1bfe,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6c5c88d145015c9b807b4d20d6,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e705668e167015673bfd9d25042,60000.0,65400.0,60,5400.0,8.256880733944955
8a858e7c588604a40158a4fb616a3a9a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e885b68546c015b736088184034,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e8e5ca1f1a8015ca6ccb89a4291,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e955add2971015ae7ef19787097,20000.0,22250.0,15,2250.0,10.112359550561797
8a858e9b5bcf8546015bcff969fd0f8f,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ea55ab92cff015ac0bca23f7dc2,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eb35bd420f1015bd7e6ede02345,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eb75c21a2b9015c2c44b7c361da,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ec25a4d1d16015a4d40078b0a73,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ec9590ad35d0159440bfe67201a,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eda552adcc201554bd30a8b7730,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee25b874ecc015b88b064453ef7,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ef45bcf0c76015bd27a6eed6adc,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f035ac15096015ac6ca9b3e0879,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f0656b7820c0156c88a1adb38b0,30000.0,36000.0,60,6000.0,16.666666666666664
8a858e045cd5b1d6015ce4c1eb434643,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e0d59bbb9050159c1f9f1d667ec,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e185b4923b4015b536354895cae,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e215afc0662015aff1f28b91c4d,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e255b910db1015b9762d6b73292,20000.0,22250.0,15,2250.0,10.112359550561797
8a858e3654e2a824015500c98d76622f,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e3c585373380158693fa8522fdd,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e51584a1fc70158595f611e49e6,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e5b5bd99460015bd9ffce041c51,15000.0,16687.5,15,1687.5,10.112359550561797
8a858e675c3fe0a1015c4df608682d94,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e6a5cc6b1aa015cc9618265495f,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e705668e167015673997f4643f3,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e7a56e509290156e53d504f1069,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e8d56b784480156bc6edb9004d9,30000.0,33000.0,30,3000.0,9.090909090909092
8a858e945bfdb9e7015bfe4f9a9a2283,20000.0,22250.0,15,2250.0,10.112359550561797
8a858ea555d9e6020155f237d9231a38,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eac5b3ece95015b427ffc7c3faa,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eba5591bf28015598d9905c1ce2,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eba5c884d2a015c9847893512ca,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ec6560bc098015613ffe8fc317e,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ece5862630201586bddffed6e88,30000.0,34500.0,30,4500.0,13.043478260869565
8a858edb552adcfd015548d747e725f7,30000.0,34500.0,30,4500.0,13.043478260869565
8a858edd5c8348c4015c8706b3eb4c5c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee05989e8dc01598a1083fa036e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee758a4dfbc0158ab94693037fd,15000.0,17250.0,30,2250.0,13.043478260869565
8a858eff55a090650155c536388d2f1b,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f0656b7820c0156bd08609f17a2,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f0c5af0a753015af0b5ebe3098b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f1358b9f0740158ce1285e272cc,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f1955b1c4df0155d0562e6826b5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f255cb1710a015cb56393f60d1b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f2c59bc3fdd0159c76784c60d73,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f305c8dd672015c91230d566c0e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f355ac88945015aca084ee050c2,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f3b5c1c5a08015c1f69e3786a85,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f465668e3d601566dfe49be619d,25000.0,27500.0,30,2500.0,9.090909090909092
8a858f4d5b809e68015b813974bc5538,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f5659bc0eea0159c14345343398,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f61560bc0e501561316091908f7,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f6c570f2d66015712e38a287de4,40000.0,48000.0,60,8000.0,16.666666666666664
8a858f7d5578012a01557ea194d94948,60000.0,65400.0,60,5400.0,8.256880733944955
8a858f8a5acc54f5015acc5609080063,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f935760a618015770289121231f,10000.0,11125.0,15,1125.0,10.112359550561797
8a858f975c4582c4015c4e9e717d6f6b,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f9c56aaf37d0156b75f67c33f9b,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fa3551e78cb015529b4a6b34007,40000.0,44000.0,30,4000.0,9.090909090909092
8a858fae57a00f390157ab0ad5915819,15000.0,16687.5,15,1687.5,10.112359550561797
8a858fb1563219690156352b4da842e8,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fb95aa3c328015aa41ffd3336d5,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fc15cd06c32015cd1ed477b4cb7,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fc65c7e0e55015c7e2d1b3e10f1,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fcd56b9f22c0156c2f2074c3bed,50000.0,52500.0,30,2500.0,4.761904761904762
8a858fd458639fcc0158680d96df6d18,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fda56562f8f01566548972d1c9c,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fe55b869107015b86d3071740d2,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ff45be92ea2015be98c51742d1f,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fff5a28d297015a33bc2e845305,30000.0,39000.0,60,9000.0,23.076923076923077
8a858e135cb22031015cb58116983b37,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e585693982b01569a712be80e14,40000.0,48000.0,60,8000.0,16.666666666666664
8a858e5d5bf3454f015bf674714d1844,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e635bd8fe1e015bd96654063492,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e675cc6685e015cc9b6072010b5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6f5668e01701566b0916350fbd,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e705668e16701568ce4c9c06918,40000.0,48000.0,60,8000.0,16.666666666666664
8a858e7c588604a40158a75735995afa,20000.0,23000.0,30,3000.0,13.043478260869565
8a858e875cfa37f5015cfce9bc3a3abb,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e8d56b784480156d65d90d422cb,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e955add2971015ae0db3b3a00cf,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e9f5b8a8db1015b8a91d6a3058c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eb95b8c2f6e015b8cb299b128a0,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ec9590ad35d01592fc002540aa9,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ece5cd05041015cd3c532892d4d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ed6557802d20155781a66d80cbc,40000.0,44000.0,30,4000.0,9.090909090909092
8a858edf5c69a538015c78ef1f506bd2,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee755a0c84a0155c428789463bc,40000.0,43500.0,30,3500.0,8.045977011494253
8a858ef05c63d3b5015c6586a32e0c77,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f035ab947e3015abe0b9724749a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f085b905684015b9076e3041e25,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f1554e29449015500bf86eb0ecd,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f1959d168260159d213daf93761,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f255cb1710a015cc4fa170b7538,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f2c58dc6e680158ee00f462655f,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f405d13c45f015d14c5b53c5668,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f475be98d5f015bebddca3c5216,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f4e5ba5e8d3015baa225ee45742,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f545908094b0159148a350904a2,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f5e5992fa95015994d38cc67941,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f61587afbaf01587c8b719c1a6e,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f685acd5951015acd609d0803c4,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f725b49c0c0015b4f7c165e4827,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f7c5c58ff48015c5905513601e3,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f915cf8c38b015cf8c63c4800f6,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f9a564355590156461a0da77401,40000.0,44000.0,30,4000.0,9.090909090909092
8a858fa057e2a0a50157e2a506a70353,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fa25c120898015c15cdcecb5495,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa95b631878015b662ca5b446cf,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fb05d2d03c8015d2e23db9d1560,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fba5cd5feee015cdb7d7d574f0f,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fc15b68ba6a015b6cdb644f7cea,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fc959cbd1500159cd3bbcf57a04,25000.0,27500.0,30,2500.0,9.090909090909092
8a858fcf558237b401558b07734101d6,20000.0,21000.0,15,1000.0,4.761904761904762
8a858fd858e2f19a0158fed15f3a3806,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fde5668e055015669d952634806,50000.0,52500.0,30,2500.0,4.761904761904762
8a858fe756939bbb0156a065ee3426d1,30000.0,39000.0,60,9000.0,23.076923076923077
8a858fee5c795f65015c7c0400af693c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ffb5b350b52015b3805c56a68d3,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e0156b782a10156d90febe93799,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e3c5cac9fcc015cb09fdd925a5a,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e715bd3fa19015bd8374ee8611d,20000.0,24500.0,30,4500.0,18.367346938775512
8a858ec95aa84d3c015aa851aaf302d3,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f125c5f88b1015c635135656052,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f585bfd6341015c02982e0b7aff,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f9f5bd99987015be244892f09c4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fe8586deed301586e21fcbe1254,10000.0,13000.0,30,3000.0,23.076923076923077
8a6a96044539adf801453c576ed213c4,20000.0,21000.0,15,1000.0,4.761904761904762
8a85884e548fad6501549b2ac62a44c6,30000.0,34500.0,30,4500.0,13.043478260869565
8a8588dc5384a05f01539af1485135ae,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f9d5bd44001015bd4cd7c343311,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa257d8223c0157e3c2a5e45d82,20000.0,22250.0,15,2250.0,10.112359550561797
8a858fa4552add9f01553b45e3de1ac4,40000.0,44000.0,30,4000.0,9.090909090909092
8a858fab5bfd307b015bfd4d5b96114d,20000.0,22250.0,15,2250.0,10.112359550561797
8a858fb45bb59c21015bbb7beff83c2d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fba5cd5feee015ce4cfd02f62d8,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fc75cd62882015ce8c205ed5e94,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fcc5cf4a563015cf4d7285a1700,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fd458639fcc01586c3e51e93ef7,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fdd5d3268a5015d35c511010ad6,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fe55b013a0b015b066bda6811b0,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fee5c795f65015c79b29a141935,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ff9580b8812015820412a203a63,30000.0,34500.0,30,4500.0,13.043478260869565
8a858ffd5c8d343d015c9108df9833cc,10000.0,13000.0,30,3000.0,23.076923076923077
8a8589ac53a917ed0153aaed86c82d91,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6a5c829229015c82ac07c30f58,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eb55cf45581015cf4c50f3d4335,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eec5aaf010c015ab38e3e383120,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f335c8d9723015c9de697d52c35,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f605b911d60015b9b0d0fce6913,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f9f5bd99987015bda1a212c2cb6,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fec5b191fb4015b1985b9d15b9c,20000.0,24500.0,30,4500.0,18.367346938775512
8a85882653bc51f50153cc4e2899446b,20000.0,24500.0,30,4500.0,18.367346938775512
8a85889953a91b8d0153ade2f64458e1,40000.0,48000.0,60,8000.0,16.666666666666664
8a8588f35438fe1201544cc7b44c5650,10000.0,13000.0,30,3000.0,23.076923076923077
8a8589045384bd8301539aa56b0d7404,20000.0,24500.0,30,4500.0,18.367346938775512
8a858966538deb19015392224ebd20b4,30000.0,34500.0,30,4500.0,13.043478260869565
8a8589a7545186b1015472f76aed2246,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e035693e02901569984732a33ea,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e0d58625b410158641fcfec1b72,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e165a47b2fd015a4aff578837c6,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e215c7de5f2015c81ce4f5e4902,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e2a5cc5bf8f015cc61d74712929,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e345bece94d015becf4b91c0882,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e3d5c3b5122015c40325bfd5806,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e4c5a715421015a7abbfbbd786f,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e575bf80f73015bf94be93b55ce,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e5f5a4d0511015a522ef53b26b4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e675b00c831015b01842e5f58e7,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e6a5c829229015c8301076c4187,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6f5cd5e874015ce590db62623e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e735c5a4bed015c5d3b38ae514f,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e7d5b8b0b92015b8b3728e92482,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e8a5c1c14b8015c208efaab73e4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eac5ad81473015ad82f9d060702,30000.0,34500.0,30,4500.0,13.043478260869565
8a858eb45876dcc5015881a631eb3e07,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eba5b681df4015b7b63e6ed6a23,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ed457e2e6960157f65462117d64,30000.0,34500.0,30,4500.0,13.043478260869565
8a858eda5c8863ff015c959eef8a4678,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ede5ca210f0015ca6ed01914144,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee55cb156e6015cc1111a7b6f79,10000.0,13000.0,30,3000.0,23.076923076923077
8a858eed5a476a3c015a47c534cb305d,10000.0,11125.0,15,1125.0,10.112359550561797
8a858f0056b7cf8e0156bb2a7ff97987,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f0456511c94015651c1558f35f1,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f0d5a859ac0015a868626a85d8c,20000.0,22250.0,15,2250.0,10.112359550561797
8a858f185d2cf38e015d2d3ab4542892,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f275c451af5015c545fdacf532b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f2e5b81c373015b81c373e60000,20000.0,24500.0,30,4500.0,18.367346938775512
8a8588fd53f1099e01540eeac7633d4c,10000.0,10750.0,15,750.0,6.976744186046512
8a85895054be35160154c4ecf44a240c,50000.0,57500.0,90,7500.0,13.043478260869565
8a85896653f0fed20153f9e6f6f27315,25000.0,27500.0,30,2500.0,9.090909090909092
8a8589c253ace09b0153b2009e002cba,40000.0,48000.0,60,8000.0,16.666666666666664
8a858e0256b781d80156c1a32a2f3369,40000.0,44000.0,30,4000.0,9.090909090909092
8a858e0a5668e69c01567a390d716175,15000.0,18375.0,30,3375.0,18.367346938775512
8a858e0f5577f57901558109093f578c,20000.0,23000.0,30,3000.0,13.043478260869565
8a858e165b90faf9015b95d2b5031316,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e215ca77c7f015caa601f6e5976,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e275b349e25015b34d29ff23232,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e345be813ea015bea87369b2395,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e395cb1d4d9015cbf845d616275,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e445ca25ee3015ca2d9d82b2276,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e4e5b66d372015b66db5e88070c,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e5856b7840c0156bbd64c3e3d2f,15000.0,16125.0,15,1125.0,6.976744186046512
8a858e5b5ca767e1015ca8a7c45543d6,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6656322b0f015643271cc23836,20000.0,24500.0,30,4500.0,18.367346938775512
8a858e6a5bfd4b54015c0c3c5d021c4c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e6f5668e01701566fdae56a620c,30000.0,34500.0,30,4500.0,13.043478260869565
8a858e705cb15527015cbfedf6807c3c,10000.0,11500.0,15,1500.0,13.043478260869565
8a858e885b68546c015b7ea654f32b1d,10000.0,13000.0,30,3000.0,23.076923076923077
8a858e935b496584015b5791626f24f8,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ea35c7ce42e015c7d14e11519d1,20000.0,24500.0,30,4500.0,18.367346938775512
8a858eaf570f3a0a01571e1288e00047,30000.0,39000.0,60,9000.0,23.076923076923077
8a858eb75c21a2b9015c303f610106b3,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ec75bfd77c4015c00bdf0a967b1,10000.0,11500.0,15,1500.0,13.043478260869565
8a858edb552adcfd01553aaa3b64672b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858ee0560bc07701560f6f3ba9095e,10000.0,12250.0,30,2250.0,18.367346938775512
8a858ee75a191ef8015a19ffa6b762f0,10000.0,11500.0,15,1500.0,13.043478260869565
8a858ef25c8393f8015c863b8c0549f7,10000.0,11500.0,15,1500.0,13.043478260869565
8a858eff55a090650155bca5bc8052e0,40000.0,48000.0,60,8000.0,16.666666666666664
8a858f0656b7820c0156bbfed27f3ba2,50000.0,55000.0,60,5000.0,9.090909090909092
8a858f0b5b5ddd79015b6151e45702f7,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f155554552501555e01e57a0269,30000.0,39000.0,60,9000.0,23.076923076923077
8a858f1e5cef1d91015cf37f17052b7b,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f295c8d307f015c9b4d5c570061,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f30551130db01552650061e4aa6,10000.0,12250.0,30,2250.0,18.367346938775512
8a858f375b493337015b4c804080216e,20000.0,24000.0,30,4000.0,16.666666666666664
8a858f4655ca643c0155d12f9e3b0e69,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f535d325481015d33eac1d95f6e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f5e5992fa95015993bf8b2f5694,10000.0,11500.0,30,1500.0,13.043478260869565
8a858f625b43c0a1015b43eff5df430b,20000.0,24500.0,30,4500.0,18.367346938775512
8a858f675c1c43bc015c1c63d07b0af4,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7b5ca7abe3015ca80dffa2183e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7e5c69a6e3015c7511442d2420,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f8a558227f201558b6beb697cd8,30000.0,34500.0,30,4500.0,13.043478260869565
8a858f965c6950da015c78a9a70335f9,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f9d5a8a79c5015a8b3826dd595e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa25bd92c20015be332daa35ecf,20000.0,22250.0,15,2250.0,10.112359550561797
8a858fa55b623a05015b623bb10001c6,30000.0,34500.0,30,4500.0,13.043478260869565
8a858faf5679a838015682738f813968,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fb65b2020b2015b2024d70705d6,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fc15b68ba6a015b7fa8a4f61664,20000.0,24500.0,30,4500.0,18.367346938775512
8a858fcf5b39c3ba015b3baf14b64c62,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fd35b3ec939015b3ee758bd2cca,30000.0,39000.0,60,9000.0,23.076923076923077
8a858fd95c3b5bca015c405b7f697168,10000.0,11500.0,15,1500.0,13.043478260869565
8a858fe45cd62cbf015cda05b84a7a6e,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fe854ccb9610154cda3930e3ed2,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f375b493337015b4b25205578c3,20000.0,22250.0,15,2250.0,10.112359550561797
8a858f3d5d18c7d7015d1991deb638b7,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f495beda5ee015bedc9ee591a30,10000.0,11500.0,15,1500.0,13.043478260869565
8a858f54592214a001593aa497b31207,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f61560bc0e501561ce4bc1a17ee,40000.0,44000.0,30,4000.0,9.090909090909092
8a858f6c5bf84cd0015bf87db8561411,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7a58c218eb0158c43474d013a5,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f7d5cf9aef9015cfee1f3b171fd,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f8d56e0c3a70157041167c02cf1,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f92582fcca1015830e86df9601c,10000.0,13000.0,30,3000.0,23.076923076923077
8a858f995c5fa060015c5faa880403a0,20000.0,22250.0,15,2250.0,10.112359550561797
8a858f9d5bd44001015bd4808a431ecf,10000.0,13000.0,30,3000.0,23.076923076923077
8a858fa25bd92c20015be258fc2f3a87,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fa459eecb2a0159eecbae2d0051,30000.0,34500.0,30,4500.0,13.043478260869565
8a858fa95c695f85015c6dde5682348a,10000.0,13000.0,30,3000.0,23.076923076923077
