customerid,loannumberprevious,loanamountprevious,totaldueprevious,termdaysprevious,datediffsecondsprevious
8a858e5856b7840c0156c2db475368e4,2.5,112500000.0,143437500.0,30.0,3622.0
8a858e5856b7840c0156c2fa23987086,3.5,100000000.0,130000000.0,30.0,3609.8333333333335
8a858e5856b7840c0156c7129a9c2618,3.0,100000000.0,130000000.0,30.0,3610.2
8a858e5859f550040159f972cd816893,2.5,125000000.0,151250000.0,22.5,3622.75
8a858e585beda464015bede9cc1023b2,1.5,100000000.0,130000000.0,30.0,3610.5
8a858e585beda464015bef1043887889,2.0,100000000.0,125000000.0,25.0,3609.0
8a858e585beda464015bef3c04ba7d64,2.0,100000000.0,115000000.0,15.0,3627.3333333333335
8a858e585beda464015bf183f05c64ff,1.0,100000000.0,130000000.0,30.0,3667.0
8a858e59569397d50156944b474d2bb8,2.0,100000000.0,125000000.0,25.0,3610.3333333333335
8a858e59569397d501569767f9776c1f,3.0,140000000.0,170200000.0,27.0,3621.6
8a858e59569397d5015697f83bac10d0,4.0,200000000.0,230857142.85714287,25.714285714285715,3617.5714285714284
8a858e59569397d50156ad56f88c51ee,6.5,200000000.0,228645833.33333334,23.75,3613.5833333333335
8a858e595b42b641015b42bed45707ec,2.5,125000000.0,147500000.0,18.75,3608.0
8a858e5a5a0477db015a090321902b92,4.0,100000000.0,113321428.57142857,15.0,3607.714285714286
8a858e5a5a0477db015a100e94100351,1.5,100000000.0,130000000.0,30.0,3609.5
8a858e5a5be99e1c015be9e56ea00fde,1.0,100000000.0,115000000.0,30.0,3669.0
8a858e5a5be99e1c015bebdbc5d04739,2.0,100000000.0,130000000.0,30.0,3609.3333333333335
8a858e5b5a80188b015a81895c596e21,2.0,100000000.0,120000000.0,20.0,3608.6666666666665
8a858e5b5bd99460015bd9e9ee2e18f4,2.5,125000000.0,146250000.0,18.75,3608.5
8a858e5b5bd99460015bd9ffce041c51,2.0,100000000.0,120000000.0,20.0,3609.6666666666665
8a858e5b5bd99460015bda6daf5a2d6f,1.0,100000000.0,130000000.0,30.0,3612.0
8a858e5b5bd99460015bdc95cd485634,2.0,100000000.0,120000000.0,20.0,3611.6666666666665
8a858e5b5bd99460015bdd35ed9771e9,1.5,100000000.0,130000000.0,30.0,3610.5
8a858e5b5bd99460015bdf2c189d392a,1.5,100000000.0,130000000.0,30.0,3610.0
8a858e5b5bd99460015bdf715c7c3f80,2.0,133333333.33333333,168333333.33333334,30.0,3607.6666666666665
8a858e5b5bd99460015bdf725e143ff4,1.5,100000000.0,130000000.0,30.0,3610.5
8a858e5b5bd99460015bdfb8f92e480d,1.0,100000000.0,130000000.0,30.0,3608.0
8a858e5b5bd99460015be170e2465d99,1.0,100000000.0,115000000.0,15.0,3671.0
8a858e5b5bd99460015be19d989363d3,2.0,133333333.33333333,168333333.33333334,30.0,3608.6666666666665
8a858e5b5bd99460015be39f12b71b0a,1.5,100000000.0,122500000.0,22.5,5503.0
8a858e5b5bd99460015be581e6a247b8,1.0,100000000.0,130000000.0,30.0,3618.0
8a858e5b5bd99460015be71e03dc77ed,1.5,100000000.0,122500000.0,22.5,3609.5
8a858e5b5bd99460015be783dabb272f,1.5,100000000.0,122500000.0,22.5,4406.0
8a858e5b5bd99460015be7d577b04e0d,1.5,100000000.0,115000000.0,15.0,3608.5
8a858e5b5c1a43c1015c1a8921c11694,1.5,100000000.0,115000000.0,15.0,3637.5
8a858e5b5ca767e1015ca810b22e2d3e,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e5b5ca767e1015ca8a7c45543d6,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e5b5ca767e1015ca9d8f9d750f4,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e5b5ca767e1015caa30f3125abc,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e5b5ca767e1015cab5c58e371a0,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e5b5ca767e1015cabb669de1afd,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e5b5d37b45d015d3bc259e55449,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e5c56f98bad0156fec9e9326a62,3.5,133333333.33333333,163500000.0,27.5,3619.3333333333335
8a858e5c56f98bad0156ff01cbd504af,3.0,140000000.0,173200000.0,30.0,3609.2
8a858e5c56f98bad01570d1d648e2761,6.5,283333333.3333333,331000000.0,37.5,3609.0833333333335
8a858e5c5c361f7d015c3970b6676146,1.0,100000000.0,130000000.0,30.0,3613.0
8a858e5c5c361f7d015c398156ef666a,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e5d57518f46015752de4ae9561b,3.5,166666666.66666666,206833333.33333334,32.5,3610.8333333333335
8a858e5d57518f460157579f21843441,2.5,100000000.0,130000000.0,30.0,4833.25
8a858e5d57518f4601576a5b604c4adf,1.0,100000000.0,115000000.0,15.0,3669.0
8a858e5d5bf3454f015bf3c38c482aa5,1.5,100000000.0,122500000.0,22.5,3610.0
8a858e5d5bf3454f015bf4ff33845406,1.5,100000000.0,130000000.0,30.0,3609.0
8a858e5d5bf3454f015bf674714d1844,1.0,100000000.0,130000000.0,30.0,3608.0
8a858e5d5c7e25b4015c7e443a870e39,1.0,100000000.0,130000000.0,30.0,3629.0
8a858e5d5c7e25b4015c7fea66825cfe,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e5d5c7e25b4015c8196828519c6,1.0,100000000.0,130000000.0,30.0,3608.0
8a858e5e57adcb8e0157ae03888418ff,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e5e57adcb8e0157b4dbcd455ccb,2.5,100000000.0,130000000.0,30.0,3610.0
8a858e5e57adcb8e0157b5023bf2676e,2.0,100000000.0,130000000.0,30.0,3678.0
8a858e5e5d51031d015d513ff3b9267f,1.0,100000000.0,115000000.0,15.0,3669.0
8a858e5f59d133690159d21dcd085768,3.0,100000000.0,121000000.0,21.0,3620.4
8a858e5f59daa31f0159dae64bfb2983,3.0,100000000.0,130000000.0,30.0,3608.8
8a858e5f5a41b97f015a4212766e2f84,6.5,237500000.0,267229166.66666666,22.5,3611.9166666666665
8a858e5f5a41b97f015a42210e153657,3.0,100000000.0,127000000.0,27.0,3621.8
8a858e5f5a4d0511015a522ef53b26b4,1.0,100000000.0,115000000.0,15.0,3612.0
8a858e5f5a4d0511015a52e503b52f20,4.0,171428571.42857143,196642857.14285713,19.285714285714285,3615.714285714286
8a858e5f5af1e7e7015af206af7b09d8,2.0,100000000.0,115000000.0,15.0,3628.0
8a858e5f5b390a6e015b3916bcf60ccb,2.5,125000000.0,144375000.0,18.75,3608.5
8a858e5f5d0e9ac2015d114f3fb57058,1.0,100000000.0,130000000.0,30.0,3615.0
8a858e6059e0a7080159e4a861cc71eb,3.0,140000000.0,174600000.0,30.0,3608.6
8a858e6059e0a7080159e991a6103010,2.5,125000000.0,155000000.0,26.25,3641.5
8a858e6059e0a7080159eaed2c724220,1.0,100000000.0,130000000.0,30.0,3670.0
8a858e6059e0a7080159ecaeb62460bb,5.0,200000000.0,230444444.44444445,23.333333333333332,3613.6666666666665
8a858e605ce99f55015cea610eab6542,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e605ce99f55015ceacaa29d0ba5,1.0,100000000.0,115000000.0,15.0,3669.0
8a858e605ce99f55015ced0a99a63ba4,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e605ce99f55015cedf2244b175b,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e605d3c7ec7015d3c8f538c07d2,1.0,100000000.0,115000000.0,15.0,3675.0
8a858e615c832be8015c83b1cd532bb9,1.5,100000000.0,122500000.0,22.5,3637.0
8a858e615c832be8015c83f6af853b59,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e615c832be8015c84b0c149554a,2.5,125000000.0,147500000.0,18.75,3622.0
8a858e615c832be8015c861ad8156b95,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e615c832be8015c86c6e7481967,1.0,100000000.0,130000000.0,30.0,3618.0
8a858e615c832be8015c86f0d1082a70,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e615c832be8015c87cc64661017,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e625af61555015af661e8003508,2.0,100000000.0,125000000.0,25.0,3608.6666666666665
8a858e625c8d993a015c8ed65d1a60e2,1.0,100000000.0,130000000.0,30.0,3607.0
8a858e625c8d993a015c91c4ee862bc9,1.0,100000000.0,130000000.0,30.0,3617.0
8a858e625c8d993a015c91eb86343292,1.5,100000000.0,115000000.0,15.0,3638.0
8a858e625c8d993a015c922feb223e68,1.5,100000000.0,122500000.0,22.5,3637.5
8a858e625c8d993a015c9334d1f96fba,1.5,100000000.0,130000000.0,30.0,3637.5
8a858e625c8d993a015c938f829f77ee,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e625c8d993a015c944701ea0746,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e625c8d993a015c95e7ced318df,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e625c8d993a015c977c99e84aa5,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e625c8d993a015c97da8e5a5999,1.0,100000000.0,115000000.0,15.0,3673.0
8a858e625c8d993a015c98e6bf820462,1.0,100000000.0,130000000.0,30.0,3608.0
8a858e625c8d993a015c9bb44a9b0854,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e625c8d993a015c9bf9278c32f7,1.5,100000000.0,112500000.0,15.0,3637.5
8a858e625c8d993a015c9d5faeb40644,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e625c8d993a015ca08967f80999,1.0,100000000.0,115000000.0,15.0,3608.0
8a858e63599799e901599a7ad1fb65e9,3.0,100000000.0,118000000.0,18.0,3607.4
8a858e63599799e901599dce58322a64,4.0,128571428.57142857,155642857.14285713,25.714285714285715,3608.285714285714
8a858e6359a764180159a7e46f8f1da6,3.0,140000000.0,171600000.0,27.0,3607.6
8a858e6359a764180159a89577a06015,5.0,166666666.66666666,198888888.8888889,26.666666666666668,3607.1111111111113
8a858e635bd8fe1e015bd92b99e21721,2.5,125000000.0,141875000.0,15.0,3620.25
8a858e635bd8fe1e015bd93b5ecc1efe,2.5,100000000.0,114062500.0,15.0,3610.75
8a858e635bd8fe1e015bd96654063492,1.5,100000000.0,122500000.0,22.5,3609.0
8a858e6455828e710155842b4ffa280e,4.5,125000000.0,144687500.0,16.875,3611.0
8a858e645591c24b01559aebf3576da3,2.0,100000000.0,125000000.0,25.0,3609.0
8a858e645591c24b01559c74651d5f0e,5.0,155555555.55555555,176833333.33333334,18.333333333333332,3985.222222222222
8a858e645591c24b0155a059b3f27431,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e645591c24b0155a225e1e83960,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e645654fdc40156551f17c80e06,5.5,240000000.0,279000000.0,30.0,3609.5
8a858e645654fdc4015655c79af04df0,5.0,144444444.44444445,178666666.66666666,28.333333333333332,3610.4444444444443
8a858e645654fdc401565acc196e2946,2.5,162500000.0,208437500.0,37.5,3608.0
8a858e645654fdc401565f15ee130fde,5.5,250000000.0,300000000.0,42.0,3608.7
8a858e645654fdc4015660f5f3593a9f,6.5,300000000.0,351000000.0,43.75,3614.3333333333335
8a858e645755e62201575e72c8b77fd5,9.0,200000000.0,219941176.47058824,21.176470588235293,3608.0588235294117
8a858e645755e622015763380e322ea2,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e645755e62201576b58e3522081,1.5,100000000.0,122500000.0,22.5,3612.0
8a858e6458625423015864d7a62e6785,4.5,181250000.0,204312500.0,18.75,3616.75
8a858e64586254230158665e299575fb,7.0,253846153.84615386,290307692.3076923,27.692307692307693,3613.846153846154
8a858e6458625423015866b8e3c20576,3.0,100000000.0,124000000.0,27.0,4888.2
8a858e64586254230158688871643bdc,5.0,200000000.0,234222222.2222222,26.666666666666668,3620.8888888888887
8a858e645862542301586d65e8e03e2c,4.5,175000000.0,206875000.0,26.25,3612.5
8a858e64587161fb0158747ae0bf7292,6.5,183333333.33333334,211416666.66666666,22.5,3609.3333333333335
8a858e64590ae20001590c511d9b0cdf,2.0,100000000.0,115000000.0,15.0,3627.3333333333335
8a858e64590ae20001591534eb0647ec,1.5,100000000.0,122500000.0,22.5,3612.0
8a858e64590ae20001592265cda16d7b,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e64590ae20001592d0712656fd5,3.5,150000000.0,181833333.33333334,27.5,3608.5
8a858e64590ae200015930db55c7084a,3.5,133333333.33333333,167166666.66666666,30.0,4247.666666666667
8a858e645afb8f74015afbd64d8b2f9c,3.5,150000000.0,182583333.33333334,27.5,3617.8333333333335
8a858e65582a517e0158314aa5853c15,3.5,133333333.33333333,168333333.33333334,30.0,3618.0
8a858e65582a517e0158352220c06174,5.0,200000000.0,237555555.55555555,30.0,3616.5555555555557
8a858e65582a517e01583f9700963ded,4.0,100000000.0,113392857.14285715,15.0,3617.714285714286
8a858e655a047d1a015a047d7ad40067,3.5,150000000.0,181333333.33333334,25.0,3608.0
8a858e655a047d1a015a05e93ffa5960,1.5,100000000.0,122500000.0,22.5,3627.0
8a858e655a047d1a015a08e7325312ff,2.0,100000000.0,125000000.0,25.0,3630.3333333333335
8a858e655a047d1a015a0daaf9874735,4.0,171428571.42857143,203714285.7142857,25.714285714285715,3619.4285714285716
8a858e655a047d1a015a0e7907c55531,1.5,100000000.0,115000000.0,15.0,4735.0
8a858e655a047d1a015a12bb060936ff,1.5,100000000.0,130000000.0,30.0,3638.5
8a858e655a047d1a015a12f9d9eb5b9c,1.5,100000000.0,130000000.0,30.0,3638.0
8a858e655a047d1a015a142bd3e7145f,3.5,150000000.0,183833333.33333334,27.5,3607.6666666666665
8a858e655a047d1a015a17be58262943,2.0,100000000.0,130000000.0,30.0,3610.6666666666665
8a858e655b903189015b903875da03da,1.0,100000000.0,130000000.0,30.0,3619.0
8a858e655cd0642d015cd13036454516,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e655cd0642d015cd1acd55855cb,1.0,100000000.0,130000000.0,30.0,3667.0
8a858e655cd0642d015cd3f9aa8219c6,1.0,100000000.0,115000000.0,15.0,3673.0
8a858e655cd0642d015cd4649feb50cb,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e655cd0642d015cd4f7cc5a1bfe,1.5,100000000.0,130000000.0,30.0,3637.0
8a858e6656322b0f015643271cc23836,2.0,133333333.33333333,163333333.33333334,25.0,3611.0
8a858e6656322b0f01564b5e36130b95,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6656322b0f01564d0f26735252,4.5,162500000.0,192625000.0,24.375,3609.125
8a858e66582a51a301583396652f58da,1.0,100000000.0,115000000.0,15.0,3612.0
8a858e665b8729fe015b8996f6f14ebd,3.0,140000000.0,158000000.0,15.0,3610.6
8a858e675a3bef15015a3c06da560bdd,1.0,100000000.0,130000000.0,30.0,3612.0
8a858e675a3bef15015a3c0f2e700eb7,3.0,160000000.0,197600000.0,30.0,3619.4
8a858e675b00c831015b01842e5f58e7,2.0,100000000.0,125000000.0,25.0,3608.0
8a858e675b00c831015b04414db70f3f,2.0,100000000.0,125000000.0,25.0,3609.0
8a858e675b00c831015b06776ce75e69,2.5,125000000.0,158750000.0,30.0,3624.25
8a858e675c3fe0a1015c415368c24fb1,1.5,100000000.0,122500000.0,30.0,3609.5
8a858e675c3fe0a1015c417e73085191,1.5,100000000.0,115000000.0,15.0,3638.0
8a858e675c3fe0a1015c44ba8a037fee,1.0,100000000.0,130000000.0,30.0,3667.0
8a858e675c3fe0a1015c49af1dd366b0,1.0,100000000.0,130000000.0,30.0,3614.0
8a858e675c3fe0a1015c4df608682d94,1.5,100000000.0,130000000.0,30.0,3608.5
8a858e675c3fe0a1015c50d5ab897031,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e675c3fe0a1015c52ff728c13e3,1.0,100000000.0,130000000.0,30.0,3611.0
8a858e675c3fe0a1015c5315aaae176a,1.5,100000000.0,130000000.0,30.0,3609.0
8a858e675c3fe0a1015c55131ebd5fa6,1.0,100000000.0,130000000.0,30.0,3610.0
8a858e675c3fe0a1015c565aeb305fe0,1.5,100000000.0,115000000.0,15.0,3610.0
8a858e675cc6685e015cc6eb279c3e84,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e675cc6685e015cc71129364424,1.0,100000000.0,115000000.0,15.0,3672.0
8a858e675cc6685e015cc9b6072010b5,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e685acda506015aceb81564458d,3.0,140000000.0,170000000.0,24.0,3633.0
8a858e685acda506015acee39e45493b,1.5,100000000.0,130000000.0,30.0,3610.5
8a858e685adba68e015adc083601467b,3.5,183333333.33333334,206500000.0,17.5,3606.0
8a858e685adba68e015adc08c7934770,1.5,100000000.0,130000000.0,30.0,3611.0
8a858e685adba68e015adc39b1736fc3,2.0,100000000.0,130000000.0,30.0,3614.3333333333335
8a858e685c174778015c17b6dcd62495,1.5,100000000.0,115000000.0,15.0,3638.0
8a858e685c174778015c1a1c2b6b557b,1.0,100000000.0,130000000.0,30.0,3612.0
8a858e685c217d36015c223d219926a4,1.5,100000000.0,130000000.0,30.0,3607.0
8a858e685c217d36015c22d730c532f0,1.5,100000000.0,115000000.0,15.0,3636.5
8a858e685c217d36015c27c78514225b,2.0,100000000.0,130000000.0,30.0,3627.0
8a858e685c217d36015c2f09b15a15e9,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e685c217d36015c2fedb165662b,1.5,100000000.0,130000000.0,30.0,3637.5
8a858e685c217d36015c34a57d886783,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e69566ae5b801566b5ea4f6269f,3.5,133333333.33333333,150833333.33333334,17.5,3610.3333333333335
8a858e69566ae5b801566c40bb294259,6.5,300000000.0,341083333.3333333,31.25,3609.0833333333335
8a858e69566ae5b801566fcb6148761d,1.0,100000000.0,115000000.0,15.0,3612.0
8a858e69566ae5b801566ff083790265,2.5,100000000.0,130000000.0,30.0,3626.0
8a858e69566ae5b8015670dfc8cc4825,3.0,180000000.0,222200000.0,36.0,3612.6
8a858e69566ae5b80156711deca24df3,4.5,193750000.0,230187500.0,30.0,3608.625
8a858e69566ae5b801567378795b7add,2.5,125000000.0,147500000.0,18.75,9270.25
8a858e69566ae5b8015674eb114d02a7,4.0,128571428.57142857,159714285.7142857,27.857142857142858,3621.285714285714
8a858e69566ae5b801567a5d65132750,4.0,114285714.28571428,146428571.42857143,30.0,3612.0
8a858e69566ae5b801567b97d3465e99,1.5,100000000.0,130000000.0,30.0,3609.5
8a858e69566ae5b801567d7f1d677c71,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e69566ae5b8015684f4642c1f37,6.0,227272727.27272728,267454545.45454547,30.0,3620.5454545454545
8a858e69566ae5b801568cbd583768bb,4.0,185714285.7142857,223892857.14285713,32.142857142857146,3611.285714285714
8a858e69566ae5b801568d1b9290796c,2.0,100000000.0,125000000.0,25.0,3632.0
8a858e69566ae5b801568db4c5892cb6,4.5,187500000.0,225000000.0,30.0,3610.875
8a858e69566ae5b801568eb3041a121a,4.0,171428571.42857143,205857142.85714287,27.857142857142858,3608.5714285714284
8a858e69566ae5b801568fe0bb8a4fd0,8.0,290000000.0,324400000.0,25.0,3782.9333333333334
8a858e69566ae5b8015690272e3553fa,5.0,255555555.55555555,306111111.1111111,40.0,3610.1111111111113
8a858e69566ae5b801569187d18d5bba,7.0,238461538.46153846,269615384.61538464,21.923076923076923,3609.6153846153848
8a858e69566ae5b80156926cd9070009,5.0,194444444.44444445,231166666.66666666,30.0,3610.4444444444443
8a858e6956939bac015693ab5e95049f,1.0,100000000.0,130000000.0,30.0,4069.0
8a858e6956939bac015695667dc84376,5.0,222222222.2222222,257500000.0,28.333333333333332,3615.5555555555557
8a858e6956939bac01569b259e5c7f89,4.5,200000000.0,230843750.0,24.375,3616.375
8a858e6956939bac01569d5dd0256c09,2.0,133333333.33333333,166000000.0,30.0,3985.6666666666665
8a858e6956939bac0156a275c3354a1d,4.5,156250000.0,186312500.0,24.375,3616.75
8a858e695775665c015779a1a5cc1192,4.0,100000000.0,127857142.85714285,27.857142857142858,3617.714285714286
8a858e695775665c01578086c7ef551a,2.0,100000000.0,122500000.0,30.0,3613.0
8a858e695d18c7a1015d1c3e840913e6,1.0,100000000.0,130000000.0,30.0,3612.0
8a858e695d1e075c015d1edb95892ad0,1.0,100000000.0,130000000.0,30.0,3616.0
8a858e695d1e075c015d211df3354b8e,1.0,100000000.0,115000000.0,15.0,3644.0
8a858e695d1e075c015d2ffe8d7d6371,1.0,100000000.0,115000000.0,15.0,3674.0
8a858e6a5b814a98015b81925abc298e,2.0,133333333.33333333,163333333.33333334,25.0,3617.3333333333335
8a858e6a5bfd4b54015bfd6f35f40fb2,2.0,100000000.0,115000000.0,15.0,3609.3333333333335
8a858e6a5bfd4b54015bfe4453635a92,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6a5bfd4b54015c0065e2c6050f,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6a5bfd4b54015c01d5bc6855c7,1.0,100000000.0,115000000.0,15.0,3669.0
8a858e6a5bfd4b54015c02171e1660b1,1.5,100000000.0,115000000.0,15.0,3608.5
8a858e6a5bfd4b54015c0297d9ee75fb,1.5,100000000.0,130000000.0,30.0,3608.5
8a858e6a5bfd4b54015c05a75bed32ac,1.5,100000000.0,130000000.0,30.0,3607.5
8a858e6a5bfd4b54015c067c589f44c6,2.0,100000000.0,125000000.0,25.0,3629.3333333333335
8a858e6a5bfd4b54015c0b1d85ef208e,1.5,100000000.0,130000000.0,30.0,3637.5
8a858e6a5bfd4b54015c0c3c5d021c4c,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6a5bfd4b54015c0d136472048e,1.0,100000000.0,115000000.0,15.0,3609.0
8a858e6a5bfd4b54015c0dc45b31270b,1.5,100000000.0,122500000.0,22.5,3636.5
8a858e6a5bfd4b54015c0e31d74c35da,1.5,100000000.0,122500000.0,22.5,3638.0
8a858e6a5bfd4b54015c0e8431373c5e,1.5,100000000.0,130000000.0,30.0,3637.5
8a858e6a5bfd4b54015c0f505e0043b5,1.5,100000000.0,115000000.0,15.0,3637.5
8a858e6a5bfd4b54015c109266872b55,1.5,100000000.0,122500000.0,22.5,3636.5
8a858e6a5c829229015c829aad4f05b5,1.0,100000000.0,130000000.0,30.0,3607.0
8a858e6a5c829229015c82ac07c30f58,1.5,100000000.0,130000000.0,30.0,3606.5
8a858e6a5c829229015c8301076c4187,1.0,100000000.0,130000000.0,30.0,3607.0
8a858e6a5cc6b1aa015cc74b2e5a12bb,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6a5cc6b1aa015cc90e451e31e0,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6a5cc6b1aa015cc922395235a0,1.0,100000000.0,115000000.0,15.0,3669.0
8a858e6a5cc6b1aa015cc9618265495f,1.0,100000000.0,115000000.0,15.0,3608.0
8a858e6a5cc6b1aa015cca236b471ea6,1.0,100000000.0,130000000.0,30.0,3674.0
8a858e6b5ccb6ea8015ccf1c58031389,1.0,100000000.0,130000000.0,30.0,3609.0
8a858e6b5ccb6ea8015ccf29e82b1b24,1.0,100000000.0,115000000.0,15.0,3669.0
8a858e6b5ccb6ea8015cd03740010fff,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6b5d1885ce015d1888318b0258,1.0,100000000.0,115000000.0,15.0,3614.0
8a858e6b5d1885ce015d1894c8620d20,1.0,100000000.0,130000000.0,30.0,3612.0
8a858e6c5b5bd8ac015b5c0357581aef,2.0,100000000.0,115000000.0,15.0,3609.3333333333335
8a858e6c5bd3fbff015bd408ac3e067a,1.0,100000000.0,115000000.0,15.0,3616.0
8a858e6c5bd3fbff015bd5736e545cd2,1.5,100000000.0,130000000.0,30.0,3608.5
8a858e6c5bd3fbff015bd6c602636a07,3.0,140000000.0,173000000.0,27.0,3606.4
8a858e6c5c88d145015c89156898102a,1.5,100000000.0,130000000.0,30.0,3637.0
8a858e6c5c88d145015c89430ef61a5d,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c894de1a91c5c,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c894de5001cce,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c8b9627cd5a48,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6c5c88d145015c8c304fd31930,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c8cd3a21d61d8,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c8cf7a5e17156,1.0,100000000.0,130000000.0,30.0,3671.0
8a858e6c5c88d145015c8d19eb99041d,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6c5c88d145015c8fa5e8122270,1.0,100000000.0,130000000.0,30.0,3670.0
8a858e6c5c88d145015c921ee70b6b4c,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e6c5c88d145015c92c49dec0023,1.0,100000000.0,130000000.0,30.0,3667.0
8a858e6c5c88d145015c93ab0c4d2933,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e6c5c88d145015c96155c47559b,1.0,100000000.0,115000000.0,15.0,3672.0
8a858e6c5c88d145015c9624de8056f3,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c964472ed5b2c,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c967ac98c63fa,1.0,100000000.0,115000000.0,15.0,3667.0
8a858e6c5c88d145015c97d3d7401cc4,1.5,100000000.0,122500000.0,22.5,3637.0
8a858e6c5c88d145015c97ee34d02391,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6c5c88d145015c97f3ff1724b0,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6c5c88d145015c9817fa35283d,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015c9b807b4d20d6,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6c5c88d145015c9c27783c72a0,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6c5c88d145015c9caa6c0f328c,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6c5c88d145015c9cd6d6224756,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6c5c88d145015c9d177714659b,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6c5c88d145015c9dd6f5d21b4b,1.0,100000000.0,115000000.0,15.0,3607.0
8a858e6c5c88d145015c9e2125702448,1.0,100000000.0,115000000.0,30.0,3668.0
8a858e6c5c88d145015c9e3b482226ac,1.0,100000000.0,130000000.0,30.0,3668.0
8a858e6c5c88d145015ca0b1c8b17bd8,1.0,100000000.0,115000000.0,15.0,3611.0
8a858e6d58b0cc520158b12136e119c8,1.0,100000000.0,115000000.0,15.0,3668.0
8a858e6d58b0cc520158b1844b942e90,4.5,150000000.0,175437500.0,20.625,3608.875
8a858e6d58b0cc520158b1932da631fe,3.5,183333333.33333334,223500000.0,35.0,3619.5
8a858e6d58b0cc520158b468f3507f9f,3.0,100000000.0,130000000.0,30.0,3608.8
8a858e6d58b0cc520158b4bcc7f61ef2,1.0,100000000.0,130000000.0,30.0,3669.0
8a858e6d58b0cc520158beeb14b22a5a,1.0,100000000.0,130000000.0,30.0,3612.0
8a858e6d58b0cc520158bf39027938cf,5.0,200000000.0,230888888.8888889,25.0,3615.8888888888887
8a858e6d58b0cc520158c326f17f257d,5.5,195000000.0,220175000.0,19.5,3613.3
8a858e6d58b0cc520158c8d1f12252d4,2.5,100000000.0,130000000.0,30.0,3625.0
8a858e6d5b252065015b29d353784928,1.5,100000000.0,130000000.0,30.0,3607.0
8a858e6d5b252065015b2acdc061657c,2.0,100000000.0,115000000.0,15.0,3610.0
8a858e6d5b252065015b2fa1ee3843da,2.0,100000000.0,115000000.0,15.0,3614.6666666666665
